system   D            wsystem.c:583  maybe_parent_dir                 [   0.00102] Also searching D:\compilator\OOP\kursova\smartchess1_copy\
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49915] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49994] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50000] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50232] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50434] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50439] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50504] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50509] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50579] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50645] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50650] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50716] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50721] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50930] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50936] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.83722] Glyph 90: 18x14 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.84080] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.84091] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.84214] Glyph 54: 12x19 (12x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.84538] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.84549] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.84676] Glyph 51: 17x19 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.84981] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.85008] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.85118] Glyph 86: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.85410] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.85421] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.85538] Glyph 81: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.85847] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.85858] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.86012] Glyph 53: 16x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.86338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.86349] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.86464] Glyph 88: 13x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.86770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.86781] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.86881] Glyph 85: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.87180] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.87191] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.87647] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.87658] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.18126] Glyph 71: 15x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.18446] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.18458] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18932] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18941] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18946] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18950] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18955] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18959] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18966] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18971] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.18975] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.18980] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.18984] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.18989] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.18994] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.20370] Glyph 27: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.20892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.20902] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.20942] Glyph 26: 11x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.21227] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.21237] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.21296] Glyph 25: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.21595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.21600] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.21633] Glyph 24: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.21937] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.21942] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.21975] Glyph 23: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.22271] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.22276] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.22312] Glyph 22: 13x12 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.22631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.22636] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.22671] Glyph 21: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.22972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.22978] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.23018] Glyph 20: 9x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.23352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.23357] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.23390] Glyph 67: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.23682] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.23687] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.23721] Glyph 68: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.24034] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.24039] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.24076] Glyph 69: 10x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.24381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.24386] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.24420] Glyph 70: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.24735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.24741] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.24786] Glyph 71: 11x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.25083] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.25088] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.25122] Glyph 72: 7x13 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.25435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.25441] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.25477] Glyph 73: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.25782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.25787] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.25822] Glyph 74: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.26113] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.26117] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.27066] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.27071] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.27333] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.27339] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   3.11786] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   8.86654] Glyph 49: 12x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   8.87697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   8.87703] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   8.88156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   8.88163] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:114  _al_run_destructors              [  30.28424] calling dtor for object 01F6BCB0, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28436] removed dtor for object 01F6BCB0
dtor     D               dtor.c:114  _al_run_destructors              [  30.28470] calling dtor for object 01F69450, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28484] removed dtor for object 01F69450
dtor     D               dtor.c:114  _al_run_destructors              [  30.28525] calling dtor for object 01F66BF0, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28532] removed dtor for object 01F66BF0
dtor     D               dtor.c:114  _al_run_destructors              [  30.28582] calling dtor for object 01F64390, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28593] removed dtor for object 01F64390
dtor     D               dtor.c:114  _al_run_destructors              [  30.28639] calling dtor for object 01F61B30, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28650] removed dtor for object 01F61B30
dtor     D               dtor.c:114  _al_run_destructors              [  30.28707] calling dtor for object 01F5F190, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28720] removed dtor for object 01F5F190
dtor     D               dtor.c:114  _al_run_destructors              [  30.28791] calling dtor for object 01F5C870, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28802] removed dtor for object 01F5C870
dtor     D               dtor.c:114  _al_run_destructors              [  30.28844] calling dtor for object 01F5A010, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28850] removed dtor for object 01F5A010
dtor     D               dtor.c:114  _al_run_destructors              [  30.28909] calling dtor for object 01F577B0, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28916] removed dtor for object 01F577B0
dtor     D               dtor.c:114  _al_run_destructors              [  30.28968] calling dtor for object 01F54F50, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.28976] removed dtor for object 01F54F50
dtor     D               dtor.c:114  _al_run_destructors              [  30.29062] calling dtor for object 01F52628, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.29075] removed dtor for object 01F52628
dtor     D               dtor.c:114  _al_run_destructors              [  30.29156] calling dtor for object 01F4FDC8, func 0F1225BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.29169] removed dtor for object 01F4FDC8
dtor     D               dtor.c:114  _al_run_destructors              [  30.29243] calling dtor for object 01F4E978, func 0F121B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.29253] removed dtor for object 01F4E978
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  30.29285] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  30.29406] calling dtor for object 01F4B740, func 0F121B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.29415] removed dtor for object 01F4B740
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  30.29470] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  30.29671] calling dtor for object 01F42E98, func 0F1227CF
dtor     D               dtor.c:214  _al_unregister_destructor        [  30.29684] removed dtor for object 01F42E98
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  30.30077] destroying display 00A8B8C0 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  30.30089] waiting for display 00A8B8C0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  30.31713] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  30.35080] d3d display thread exits
